uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH|Name,Mappings|NARROWER-THAN|PIH|Name,Mappings|BROADER-THAN|PIH|Name,Mappings|SAME-AS|PIH|Number,Mappings|NARROWER-THAN|PIH|Number,Mappings|BROADER-THAN|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|BROADER-THAN|CIEL,Mappings|SAME-AS|AMPATH,Mappings|SAME-AS|org.openmrs.module.emrapi,Absolute high,Critical high,Normal high,Absolute low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
574a3e94-a747-4635-afe5-e3578955c57d,,ZN Stain (Body Fluid),,ZN Stain (Body Fluid),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
f94a2dfc-cce1-4b6e-aa05-94c02ecb350f,,ZN Stain (Pus),,ZN Stain (Pus),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
e05e65c8-c116-4450-b920-f02d8482bb55,,ZN Stain (Slit Skin),,ZN Stain (Slit Skin),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
00d811aa-6090-4122-b974-4e837bc1916d,,HLA B27,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
895f54bc-ffdb-4d9f-a760-d79574e4dd8c,,Bend Cell,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
dcbe03f5-cad3-4bda-81df-01bdee979e57,,Pre Dinner Sugar,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,mg/dL,,1,
c0d58329-ab01-4a0c-b915-311a3ee66f35,,Nucleated RBC,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
ad2388c1-751f-4f69-ac80-23a9ae52b819,,Hypersegmented Polymorphs (HSP),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
3f36b87b-866c-4c9e-8ed1-3a43a85b7d40,,Gram Stain (Tissue),,Gram Stain (Tissue),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
fa17e843-e632-45b2-b597-a042a716144f,,ZN Stain (Tissue),,ZN Stain (Tissue),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
923420ac-a96c-4801-ba0e-8595e1f5bac0,,Hanging Drop (Stool),,Hanging Drop (Stool),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
b6f9a817-8df5-4f8b-b3e2-00dca31cbedd,,PTH,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,pg/mg,,1,
0bf86137-4a6f-485e-a8b4-5a7b38e65321,,VMA,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
f6056819-db65-46fe-975b-3287acb976cc,,Urine - VMA,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
7c9bf45b-0b30-4dc3-82f5-0e574d36ebfc,,Urine VMA,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
4dcbf179-ec89-4abe-9841-834c1e912f25,,Vitamin B-12,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,pg/ml,,1,
7eea4026-21ee-45b9-b339-28fafb778390,,Urine haemoglobin,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
353b4c2a-5032-44b4-9c49-fb418ac2b7c3,,CSF India ink,,CSF India ink,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
723c16c1-9f3f-44c6-8c61-b61f04aaf9a1,,Urine AFB,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
7fb5d341-f74a-4ee4-b9f7-7149fe8116c6,,Adinosin diamarese,Adinosin diamarese,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,u/L,,1,
4eca00ae-fc7c-40c2-bceb-0388913304af,,ADA,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,u/L,,1,
742bfb43-e564-4616-b59e-712347518c96,,Adinosin diamarese (Asitic Fluid),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,u/L,,1,
a13cb92c-696c-4ad2-9876-c3e8a78cf730,,non- adrenaline,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,pg/ml,,1,
c374f936-f60d-4aa7-bb0b-ce897a74bd71,,bone marrow  test,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
77cef6f8-ca40-4041-8b10-7a11c7c2fa72,,bone marrow test,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
b0e768ba-3dcc-4c15-a41c-60a0e0bc54e4,,ANTI HEPATITIES E VIRUS,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
8fda6800-d687-4479-8a15-958f905d9cfe,,Anti HEV,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
9246b6c3-063f-4267-8967-a6f8a3d97d5e,,Serum  Cortisol,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,ug/dl,,1,
eaf7d297-af95-4c25-8e32-7d9fedfb9a17,,Serum Electrophoresis,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
c8d3dc4d-7aa6-472b-ab70-98ef8830bc88,,RPR qualitative,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
42d7db59-e4bd-44ed-bdbb-1b6eb6c318a3,,GGT,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,u/L,,1,
b618e187-93ec-4233-b4d6-b9e96e28d837,,COMPLEMENT (C3),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,gm/dl,,1,
316bdce1-8ff2-4d9d-b5c2-c0e53342a986,,ANCA,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,u/ml,,1,
16b679b7-378a-45c2-a8c9-d9e8f0f564a0,,Ceruloplasmin,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,mg/dL,,1,
db241b6d-d0e7-4d1e-82c1-72b4a63a4966,,Pus Cell (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
ef2ede2f-b6c1-4cab-af98-c0c6cea22ec6,,Red Blood Cell (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
9a9b640c-1571-4413-8ad2-e44236d73d1e,,Red lood Cell (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
f8875b41-8b6a-433b-8e9b-4275fd21c25c,,Epithilial cell  (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
92568a49-5371-4ccc-b315-0cb9eb128439,,Epithilial Cell (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
b5939f96-fd63-4cdd-9e4b-1b41b9afd228,,Epithelial Cell (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
70f098d6-00db-4495-896e-527594228d1a,,Parasite (BAL),,Parasite (BAL),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
b16509ef-8a81-4799-89cc-bba3a30c2c02,,ZN Stain (BAL),,ZN Stain (BAL),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
8ebd7b34-2462-4ba6-9392-abd0c52453c0,,Gram Stain (BAL),,Gram Stain (BAL),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
eb893f23-6982-4b7b-85b4-22efa789e51d,,AFB Culture,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
1a32a43b-7ce9-4726-803b-efe59bd3f779,,AFB Culture (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
f59d9865-e35d-4b78-8802-4f93f5031709,,Cytology (BAL),,Cytology (BAL),LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
a9091580-c145-4e09-8f88-78ab487e8cdf,,Pus Cell (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
e233f47f-1186-4a8d-a0f9-7224464887fc,,Red Blood Cell (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
3e474491-9c3c-4898-9017-f2733d008408,,Epithilial Cell (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
96b8695c-cf04-4015-9a15-468aa8f7a247,,Epithelial Cell (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
f12c5281-b101-4573-b19f-fa5d38c51a60,,Parasite (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
8eeff3d6-deed-4a3d-a475-833e914543ee,,ZN Stain (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
3e4c58c4-faef-497f-a43b-609bee394218,,Gram Stain (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
cb728172-da03-422a-a79b-0e98d76492a8,,AFB Culture (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
b8b79c64-dea9-47be-889c-b506632b577b,,Cytology (AL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
30863593-4508-4909-827f-beb349e50f8a,,Cytology (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
9fedc8e3-6cff-4801-9a8c-dd9adb4dafaf,,Routine Microbiology Culture (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
8afa3659-2508-4cf7-b627-e5e426b01cce,,Normal Saline mount (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
c8466add-0ad0-4840-b6ea-7c7c6870a2b1,,KOH mount (Vaginal mount),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
2dcf5ce1-aaac-4030-a140-caf358e68772,,pH (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
fdde73aa-eae9-43a3-9221-604a5af659d6,,Whiff test (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
0ed078b2-ce84-4471-b920-b0bda98cdfc5,,Gram Stain (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
3ca26ce3-7cdf-4b56-9003-7422f2f3b208,,Zn Stain (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
74b1825b-ac86-4582-ab72-f47988fc4209,,Cytology (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
cf9b97c8-9885-4057-867f-a3e1526fe519,,Histopathology (Tissue),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
c576261a-a6c9-473b-b56c-c413e7eb3652,,FNAC,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
00ce8488-7412-4eba-bd45-a8df4f0c3f53,,Fine Needle Aspiration Cytology (FNAC),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
cdc0ae7e-debd-4efd-9cf5-daae0fa7a4f0,,Cytopathology,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
e86254b7-dd67-4329-90b9-b7c65c036d1c,,Cytopathology (Tissue),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
aabb65fe-5adb-44ca-9ea5-53a2609050a2,,Haemoglobin Range,,,LabTest,Coded,,,,,,,,,,,,,,,,,,,,,,,
8f296167-62eb-4b43-8982-614c634f607a,,LPA,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
c8cfba2b-1f93-45d8-bacd-ffd381cec6da,,LPA (Sputum),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
68ba8a18-9f4f-4115-9b0b-95e11b09f7f9,,LJ,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
68ca55f9-0db9-458c-a19b-b52b96a61eb9,,LJ (Sputum),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
c72b4be2-cbe0-4172-89b3-0e38cee6fc61,,CBNAAT,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
584d5742-ce20-4e2d-a12f-5bf26c94d340,,CBNAAT (Sputum),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
aa1ee505-4cce-40ef-a9fd-726844108762,,LPA (Asitic Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
fb2f95d4-a239-43ac-8024-490eb7dada43,,LJ (Asitic Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
d89e4fff-e672-4302-bc07-37ae8d41cb9f,,CBNAAT (Asitic Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
3f605414-90a4-4790-ab49-585e6015ea03,,LPA (CSF),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
963fd997-62a6-468a-88c6-b6c9895b4c98,,LJ (CSF),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
0b49fc0d-d585-471c-bc51-a471c9bea482,,CBNAAT (CSF),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
2ee6ecc5-bdfe-4375-94aa-c61327177911,,LPA (Knee Joint Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
ec786ff5-c26e-410b-a04e-77184b4ea34f,,LJ (Knee Joint Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
be29eb3d-50bf-435c-98bd-9350bfa7ee7b,,CBNAAT (Knee Joint Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
d17123aa-1a35-46fe-b527-20f51c3e0d5e,,LPA (Pleural Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
5c79fc92-671b-4a4b-b8de-d4015d66b4c4,,LJ (Pleural Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
d0cecabe-0811-4fac-b8bb-289bd0c3f245,,CBNAAT (Pleural Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
208fe15d-62c6-4d6d-bc1f-05a4b7f24e39,,LPA (Peritoneal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
da39291b-ab54-4937-b16c-da9457df389f,,LJ (Peritoneal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
5a7fda0f-c5b6-4903-9a8c-02e9529483cf,,CBNAAT (Peritoneal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
a7895342-37c4-46ce-aa4b-248a675287a1,,LPA (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
a317fb19-80b4-4973-8cc0-afb8185a5c69,,LJ (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
d2aad587-ca1a-4c7e-86b1-5e6fb4c00e2e,,CBNAAT (GAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
19674938-19cd-4418-853f-78ced3ee58f4,,LPA (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
49d252eb-9d1c-42ef-ae2e-51d901cc6efb,,LJ (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
7f96612e-8540-4eb6-86b8-b3d7f6b9eedb,,CBNAAT (BAL),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
0540b4cf-9fbb-4f56-9cbf-73f479a1dec3,,Adinosin diamarese (CSF),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
8501b286-d14c-4ab4-8307-c8d50ccbd9da,,Adinosin diamarese (BAL),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
9a77c912-f672-469e-85f7-735fc229c9ed,,Adinosin diamarese (GAL),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
c78da420-5ca5-4d49-aa38-30f6ccfbca25,,Adinosin diamarese (Knee Joint Fluid),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
5e3da117-399a-4511-b1c8-6cbef974432f,,Adinosin diamarese (Peritoneal Fluid),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
dd27399e-a7d1-43c9-8df2-da589ecb600d,,Adinosin diamarese (Pleural Fluid),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
3bdc0c6a-9de9-4af8-a2da-8c83103b77c2,,LPA (Other Body Fluids),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
82c7eaec-2c8e-405d-bb19-0cc4241a4291,,LJ (Other Body Fluids),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
7cc7e051-8005-4a21-acdb-56e4a84c9159,,CBNAAT (Other Body Fluids),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
cff7d651-1222-4955-b633-ac4d5c4e0a40,,LPA (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
3f9080a9-1726-4ebd-ad4e-074ce831c48b,,LJ (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
5aeb9697-9ab9-4abe-9e34-f040a51c2026,,CBNAAT (Vaginal Fluid),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
c6ea07bc-c3bc-4186-9b54-fd08189236d1,,ADA (Pus),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,u/L,,1,
38ef5ba4-76b8-47d0-8822-03367eaded02,,CBNAAT (Pus),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
310fa4f4-ae50-411b-a6c8-917441a272dd,,LJ (Pus),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
fa981cf9-c587-4207-8d2a-27fc4088e567,,LPA (Pus),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
8ab07d2b-a46f-4ca2-a337-b6d9ee5bbdd7,,LPA (Urine),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
78263f25-165f-4827-ba7e-92cc0bd702fb,,LJ (Urine),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
92b4278c-9c5e-41b0-8560-1a9e464d6743,,CBNAAT (Urine),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
cde6e636-7188-4ca5-a5a0-a8d6c6bb2e7f,,Serum C Peptide,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,ng/mL,,1,
a26d4b2a-0891-488a-b63e-39416ad33770,,GAD Antibody,,,LabTest,Coded,Negative;Positive,,,,,,,,,,,,,,,,,,,,,,
39e0f64b-1f0e-430e-acca-0ca6c8aa5e9c,,DS-DNA,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,IU/ml,,1,
f7539b2b-fafc-46a3-912b-40be42c47062,,COMPLEMENT (C4),,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,gm/l,,1,
b37d88f2-fa27-4fa3-bd1e-effdb2f9e6eb,,Serum ACE level,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,n/L,,1,
d54bb7a3-4a6a-4971-8575-7dc95625ed9f,,LPA (Tissue),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
d759357e-2330-42b4-9511-5337d67cfa74,,LJ (Tissue),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
6aad45d7-4f65-4412-a8f0-7e1a0866f38a,,CBNAAT (Tissue),,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
2dbede03-44f1-4076-8b38-4e89ee760a88,,Creatinine Clearance,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
2ef7c50a-df41-4805-a3f1-d35d26925eb1,,CEA,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,ng/mL,,1,
ea07f728-cc9e-426f-bcef-6a3d4361da73,,TPHA,,,LabTest,Coded,Negative;Positive,,,,,,,,,,,,,,,,,,,,,,
7b48300e-8c83-425b-b2a7-4c1d0003f130,,ACE,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,U/L,,1,
ea35391d-6d09-4f99-b9e4-c8481c54f2f6,,Homocysteine,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,umol/L,,1,
37ef1e9b-2b6c-4f7a-828c-8ae9ab814077,,FSH Test,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,mIU/mL,,1,
39e47bbd-23f8-4a1e-a6c5-8212af6734ed,,ANTI - dsDNA,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,IU/ml,,1,
0c3ae4f8-c111-42df-a8f0-526b00aac30e,,Hydatid Serology,,,LabTest,Coded,Negative;Positive,,,,,,,,,,,,,,,,,,,,,,
b02f8df9-1943-4339-9456-ecc00c936cf6,,Serum Lipase,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,U/L,,1,
7cb42b02-4dd8-4ab6-b1f9-f38e884df1b0,,Herpes simplex virus (HSV),,,LabTest,Coded,Negative;Positive,,,,,,,,,,,,,,,,,,,,,,
83327dd1-365a-4774-a117-3e926c67108c,,Urine Copper,,,LabTest,Numeric,,,,,,,,,,,,,,,,,,,,micro/g,,1,
f25280e5-d4d8-4bbb-a67a-3740c4790e63,,Test1,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
c76f1dce-948e-425a-9698-23b837338fad,,Test2,,,LabTest,Text,,,,,,,,,,,,,,,,,,,,,,,
b434b13a-6815-4823-944e-eac0d7f79e19,,T3,,,LabTest,N/A,,,,,,,,,,,,,,,,,,,,,,,
8947fda9-3ada-4295-ade8-6824790d6a65,,T4,,,LabTest,N/A,,,,,,,,,,,,,,,,,,,,,,,
f14925ae-f09d-4920-a285-0f2c56751824,,TSH,,TSH description,LabTest,N/A,,,,,,,,,,,,,,,,,,,,,,,
8198989e-3f10-11e4-adec-0800271c1b75,,qD,qd,EVERY DAY,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81a2eed9-3f10-11e4-adec-0800271c1b75,,BID,bid,TWICE A DAY,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81a3e99c-3f10-11e4-adec-0800271c1b75,,TID,tid,THREE A DAY,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81b14ee4-3f10-11e4-adec-0800271c1b75,,QID,qid,FOUR A DAY,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81b90108-3f10-11e4-adec-0800271c1b75,,AC,ac,BEFORE A MEAL,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81b9e006-3f10-11e4-adec-0800271c1b75,,PC,pc,AFTER A MEAL,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81c0e0b5-3f10-11e4-adec-0800271c1b75,,HS,hs,AT BEDTIME,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81c88f93-3f10-11e4-adec-0800271c1b75,,Presumed,Presumed,,Misc,N/A,,,,,,,,,,,,,Presumed,,,,,,,,,,
81c90d57-3f10-11e4-adec-0800271c1b75,,Confirmed,Confirmed,,Misc,N/A,,,,,,,,,,,,,Confirmed,,,,,,,,,,
81ca9451-3f10-11e4-adec-0800271c1b75,,Secondary,Secondary,,Misc,N/A,,,,,,,,,,,,,Secondary,,,,,,,,,,
81cafebe-3f10-11e4-adec-0800271c1b75,,Primary,Primary,,Misc,N/A,,,,,,,,,,,,,Primary,,,,,,,,,,
81cded5a-3f10-11e4-adec-0800271c1b75,,Admit Patient,Admit Patient,,Misc,N/A,,,,,,,,,,,,,ADMIT,,,,,,,,,,
81cec45c-3f10-11e4-adec-0800271c1b75,,Discharge Patient,Discharge Patient,,Misc,N/A,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,
81d1cf4e-3f10-11e4-adec-0800271c1b75,,Transfer Patient,Transfer Patient,,Misc,N/A,,,,,,,,,,,,,TRANSFER,,,,,,,,,,
81d4a9dc-3f10-11e4-adec-0800271c1b75,,Disposition Note,Disposition Note,,Misc,Text,,,,,,,,,,,,,DispositionNote,,,,,,,,,,
81d6e852-3f10-11e4-adec-0800271c1b75,,Consultation Note,consultation note,Consultation Note,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81eb8536-3f10-11e4-adec-0800271c1b75,,Adt Notes,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
81f330b5-3f10-11e4-adec-0800271c1b75,,Document,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
822610ae-3f10-11e4-adec-0800271c1b75,,Lab Order Notes,Lab Order Notes,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
82389c0c-3f10-11e4-adec-0800271c1b75,,Bahmni Diagnosis Status,Bahmni Diagnosis Status,,Misc,Coded,,,,,,,,,,,,,,,,,,,,,,,
82397881-3f10-11e4-adec-0800271c1b75,,Bahmni Initial Diagnosis,Bahmni Initial Diagnosis,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
823a4d34-3f10-11e4-adec-0800271c1b75,,Bahmni Diagnosis Revised,Bahmni Diagnosis Revised,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
823ccf69-3f10-11e4-adec-0800271c1b75,,Lab Manager Notes,Lab Manager Notes,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
8241726e-3f10-11e4-adec-0800271c1b75,,Accession Uuid,Accession Uuid,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d5d5f6e-3f10-11e4-adec-0800271c1b75,,Teaspoon,teaspoon,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d5e14bb-3f10-11e4-adec-0800271c1b75,,Tablespoon,tablespoon,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6540e1-3f10-11e4-adec-0800271c1b75,,Drop,drop,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d65f54b-3f10-11e4-adec-0800271c1b75,,ml,ml,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6691d8-3f10-11e4-adec-0800271c1b75,,mg,mg,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6a6195-3f10-11e4-adec-0800271c1b75,,Intramuscular,IM,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6b10cc-3f10-11e4-adec-0800271c1b75,,Intravenous,IV,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6bc13f-3f10-11e4-adec-0800271c1b75,,Oral,PO,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6c9153-3f10-11e4-adec-0800271c1b75,,Per Vaginal,PV,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6d68b2-3f10-11e4-adec-0800271c1b75,,Sub Cutaneous,SC,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6e3986-3f10-11e4-adec-0800271c1b75,,Per Rectum,PR,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d6f100e-3f10-11e4-adec-0800271c1b75,,Sub Lingual,SL,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d70d799-3f10-11e4-adec-0800271c1b75,,Nasogastric,NG,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d7437a9-3f10-11e4-adec-0800271c1b75,,Day(s),day(s),,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d875aac-3f10-11e4-adec-0800271c1b75,,Before meals,ac,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d8843ed-3f10-11e4-adec-0800271c1b75,,Empty stomach,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d88ea4d-3f10-11e4-adec-0800271c1b75,,After meals,pc,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d89caea-3f10-11e4-adec-0800271c1b75,,In the morning,cm,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d8a7236-3f10-11e4-adec-0800271c1b75,,In the evening,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d8dbcd7-3f10-11e4-adec-0800271c1b75,,At bedtime,hs,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d8e6918-3f10-11e4-adec-0800271c1b75,,Immediately,STAT,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
